Unique_ID,Topology_Name,Angle_deg,f_TE_GHz,L_TE_nH,C_TE_fF,R_TE_ohm,f_TM_GHz,L_TM_nH,C_TM_fF,R_TM_ohm
ID250_3_R6_W0.01_Ang80,ID250_3_R6_W0.01.csv,80,9.1094,8.3664,36.49,5.913,9.3285,6.6702,43.6393,4.8596
ID251_3_R6_W0.0289_Ang0,ID251_3_R6_W0.0289.csv,0,9.417,5.3302,53.59,2.923,9.4346,5.3198,53.4939,2.9375
ID251_3_R6_W0.0289_Ang20,ID251_3_R6_W0.0289.csv,20,9.3746,5.4987,52.42,3.013,9.4953,5.3338,52.6729,2.9587
ID251_3_R6_W0.0289_Ang40,ID251_3_R6_W0.0289.csv,40,9.4081,6.2772,45.59,3.24,9.4962,5.6683,49.5553,2.9501
ID251_3_R6_W0.0289_Ang60,ID251_3_R6_W0.0289.csv,60,9.4207,6.801,41.97,3.536,9.5657,5.6534,48.9667,3.0077
ID251_3_R6_W0.0289_Ang80,ID251_3_R6_W0.0289.csv,80,9.4641,6.7398,41.96,3.793,9.6428,5.2854,51.5412,3.0503
ID252_3_R6_W0.0478_Ang0,ID252_3_R6_W0.0478.csv,0,9.604,4.8574,56.54,2.235,9.6158,4.8554,56.4207,2.2485
ID252_3_R6_W0.0478_Ang20,ID252_3_R6_W0.0478.csv,20,9.6216,4.9977,54.75,2.343,9.641,4.8426,56.2746,2.2605
ID252_3_R6_W0.0478_Ang40,ID252_3_R6_W0.0478.csv,40,9.6345,5.4838,49.76,2.521,9.7096,4.9308,54.4911,2.2858
ID252_3_R6_W0.0478_Ang60,ID252_3_R6_W0.0478.csv,60,9.6589,5.9778,45.42,2.777,9.7554,4.9151,54.1516,2.3164
ID252_3_R6_W0.0478_Ang80,ID252_3_R6_W0.0478.csv,80,9.6665,6.3109,42.95,2.976,9.8276,4.9043,53.477,2.348
ID253_3_R6_W0.0667_Ang0,ID253_3_R6_W0.0667.csv,0,9.6969,4.4682,60.29,1.875,9.7023,4.4596,60.3394,1.8824
ID253_3_R6_W0.0667_Ang20,ID253_3_R6_W0.0667.csv,20,9.7038,4.8316,55.68,1.903,9.7289,4.6859,57.1102,1.8508
ID253_3_R6_W0.0667_Ang40,ID253_3_R6_W0.0667.csv,40,9.7492,5.0434,52.84,2.132,9.796,4.5275,58.3026,1.9074
ID253_3_R6_W0.0667_Ang60,ID253_3_R6_W0.0667.csv,60,9.7802,5.4866,48.27,2.354,9.8492,4.4886,58.1745,1.9484
ID253_3_R6_W0.0667_Ang80,ID253_3_R6_W0.0667.csv,80,9.7804,5.8144,45.54,2.495,9.9103,4.4756,57.6256,1.945
ID254_3_R6_W0.0856_Ang0,ID254_3_R6_W0.0856.csv,0,9.7488,4.134,64.47,1.642,9.7438,4.135,64.5221,1.6217
ID254_3_R6_W0.0856_Ang20,ID254_3_R6_W0.0856.csv,20,9.7579,4.533,58.69,1.591,9.7824,4.3879,60.3244,1.5417
ID254_3_R6_W0.0856_Ang40,ID254_3_R6_W0.0856.csv,40,9.7985,4.6711,56.48,1.833,9.8271,4.1782,62.7769,1.6356
ID254_3_R6_W0.0856_Ang60,ID254_3_R6_W0.0856.csv,60,9.8286,5.0777,51.64,2.025,9.8724,4.1434,62.7249,1.6481
ID254_3_R6_W0.0856_Ang80,ID254_3_R6_W0.0856.csv,80,9.8383,5.3802,48.64,2.173,9.9386,4.1299,62.0949,1.6527
ID255_3_R6_W0.1044_Ang0,ID255_3_R6_W0.1044.csv,0,9.6965,3.8486,70.0,1.429,9.6911,3.8545,69.9736,1.4303
ID255_3_R6_W0.1044_Ang20,ID255_3_R6_W0.1044.csv,20,9.7468,4.0373,66.04,1.482,9.7856,3.9199,67.4816,1.4335
ID255_3_R6_W0.1044_Ang40,ID255_3_R6_W0.1044.csv,40,9.7843,4.3414,60.95,1.61,9.8073,3.8716,68.0223,1.4369
ID255_3_R6_W0.1044_Ang60,ID255_3_R6_W0.1044.csv,60,9.7928,4.7742,55.33,1.733,9.9478,3.9025,65.5905,1.4251
ID255_3_R6_W0.1044_Ang80,ID255_3_R6_W0.1044.csv,80,9.8413,4.985,52.46,1.921,9.9267,3.8023,67.6054,1.4583
ID256_3_R6_W0.1233_Ang0,ID256_3_R6_W0.1233.csv,0,9.5058,3.5776,78.36,1.271,9.4963,3.5851,78.3494,1.2628
ID256_3_R6_W0.1233_Ang20,ID256_3_R6_W0.1233.csv,20,9.5672,3.7538,73.72,1.312,9.6188,3.6381,75.2527,1.2759
ID256_3_R6_W0.1233_Ang40,ID256_3_R6_W0.1233.csv,40,9.6267,4.0188,68.01,1.422,9.6836,3.5938,75.1639,1.2907
ID256_3_R6_W0.1233_Ang60,ID256_3_R6_W0.1233.csv,60,9.6605,4.3474,62.43,1.559,9.7037,3.5383,76.0273,1.2764
ID256_3_R6_W0.1233_Ang80,ID256_3_R6_W0.1233.csv,80,9.6738,4.5795,59.1,1.652,9.7951,3.5183,75.0396,1.2951
ID257_3_R6_W0.1422_Ang0,ID257_3_R6_W0.1422.csv,0,7.507,3.2822,136.94,1.029,7.5063,3.2816,136.9933,1.0251
ID257_3_R6_W0.1422_Ang20,ID257_3_R6_W0.1422.csv,20,7.5103,3.4166,131.44,1.017,7.5717,3.333,132.5631,1.0009
ID257_3_R6_W0.1422_Ang40,ID257_3_R6_W0.1422.csv,40,7.3352,3.5323,133.28,1.058,7.6154,3.2399,134.8133,1.0188
ID257_3_R6_W0.1422_Ang60,ID257_3_R6_W0.1422.csv,60,7.4492,3.6892,123.73,1.111,8.0124,3.1541,125.0937,1.023
ID257_3_R6_W0.1422_Ang80,ID257_3_R6_W0.1422.csv,80,7.5069,3.8664,116.26,1.136,8.1618,3.1222,121.7876,0.9955
ID260_3_R7_W0.01_Ang0,ID260_3_R7_W0.01.csv,0,7.8268,7.1825,57.57,4.898,7.8473,7.1775,57.3092,4.9075
ID260_3_R7_W0.01_Ang20,ID260_3_R7_W0.01.csv,20,7.7857,7.7536,53.89,5.072,7.9514,7.4721,53.6172,5.0165
ID260_3_R7_W0.01_Ang40,ID260_3_R7_W0.01.csv,40,7.7425,8.2643,51.13,5.421,8.0246,7.4387,52.8809,5.0736
ID260_3_R7_W0.01_Ang60,ID260_3_R7_W0.01.csv,60,7.7306,8.5157,49.77,5.979,8.096,7.1078,54.3703,5.1211
ID260_3_R7_W0.01_Ang80,ID260_3_R7_W0.01.csv,80,7.8036,9.4374,44.08,6.221,8.0845,7.4578,51.9669,5.1206
ID261_3_R7_W0.0322_Ang0,ID261_3_R7_W0.0322.csv,0,8.1029,6.2732,61.5,2.971,8.0887,6.2758,61.69,2.9689
ID261_3_R7_W0.0322_Ang20,ID261_3_R7_W0.0322.csv,20,7.9703,6.7121,59.41,3.097,8.196,6.4884,58.1163,3.0705
ID261_3_R7_W0.0322_Ang40,ID261_3_R7_W0.0322.csv,40,7.9835,7.1742,55.4,3.295,8.2843,6.4322,57.381,3.0642
ID261_3_R7_W0.0322_Ang60,ID261_3_R7_W0.0322.csv,60,8.0137,7.7689,50.77,3.644,8.3245,6.4249,56.893,3.1325
ID261_3_R7_W0.0322_Ang80,ID261_3_R7_W0.0322.csv,80,8.0679,7.8913,49.31,3.879,8.3439,6.196,58.7212,3.0904
ID262_3_R7_W0.0544_Ang0,ID262_3_R7_W0.0544.csv,0,8.244,5.7027,65.35,2.245,8.2327,5.7279,65.2481,2.256
ID262_3_R7_W0.0544_Ang20,ID262_3_R7_W0.0544.csv,20,8.2065,6.2758,59.93,2.283,8.2936,6.0728,60.6399,2.2357
ID262_3_R7_W0.0544_Ang40,ID262_3_R7_W0.0544.csv,40,8.1411,6.5098,58.71,2.47,8.4003,5.8545,61.3149,2.2903
ID262_3_R7_W0.0544_Ang60,ID262_3_R7_W0.0544.csv,60,8.1848,7.0656,53.52,2.757,8.4742,5.8192,60.6148,2.3414
ID262_3_R7_W0.0544_Ang80,ID262_3_R7_W0.0544.csv,80,8.2551,7.3006,50.91,2.997,8.486,5.6633,62.1101,2.3776
ID263_3_R7_W0.0767_Ang0,ID263_3_R7_W0.0767.csv,0,8.335,5.2836,69.01,1.874,8.34,5.2716,69.0814,1.8852
ID263_3_R7_W0.0767_Ang20,ID263_3_R7_W0.0767.csv,20,8.3325,5.8249,62.63,1.842,8.3719,5.6493,63.9728,1.7949
ID263_3_R7_W0.0767_Ang40,ID263_3_R7_W0.0767.csv,40,8.3022,6.0804,60.44,2.034,8.4916,5.4414,64.5568,1.8967
ID263_3_R7_W0.0767_Ang60,ID263_3_R7_W0.0767.csv,60,8.3103,6.4967,56.46,2.276,8.5619,5.3449,64.6489,1.9224
ID263_3_R7_W0.0767_Ang80,ID263_3_R7_W0.0767.csv,80,8.3471,6.7233,54.07,2.461,8.5917,5.2074,65.8959,1.9517
ID264_3_R7_W0.0989_Ang0,ID264_3_R7_W0.0989.csv,0,8.3686,4.8764,74.17,1.599,8.3599,4.8782,74.2971,1.5948
ID264_3_R7_W0.0989_Ang20,ID264_3_R7_W0.0989.csv,20,8.3802,5.1405,70.17,1.624,8.4309,4.9817,71.5347,1.5814
ID264_3_R7_W0.0989_Ang40,ID264_3_R7_W0.0989.csv,40,8.3799,5.7456,62.78,1.684,8.5202,5.1359,67.9395,1.5376
ID264_3_R7_W0.0989_Ang60,ID264_3_R7_W0.0989.csv,60,8.3022,5.9785,61.47,1.942,8.6366,4.9226,68.9867,1.6723
ID264_3_R7_W0.0989_Ang80,ID264_3_R7_W0.0989.csv,80,8.3835,6.2193,57.95,2.126,8.6646,4.7875,70.4738,1.6927
ID265_3_R7_W0.1211_Ang0,ID265_3_R7_W0.1211.csv,0,8.3315,4.5368,80.44,1.398,8.3447,4.5313,80.2789,1.41
ID265_3_R7_W0.1211_Ang20,ID265_3_R7_W0.1211.csv,20,8.3658,4.6609,77.65,1.452,8.3594,4.5226,80.1498,1.4124
ID265_3_R7_W0.1211_Ang40,ID265_3_R7_W0.1211.csv,40,8.3901,5.352,67.23,1.45,8.5323,4.7888,72.6579,1.3253
ID265_3_R7_W0.1211_Ang60,ID265_3_R7_W0.1211.csv,60,8.2573,5.3983,68.82,1.743,8.6475,4.4479,76.1551,1.4847
ID265_3_R7_W0.1211_Ang80,ID265_3_R7_W0.1211.csv,80,8.3344,5.7322,63.62,1.86,8.6741,4.4175,76.2108,1.5156
ID266_3_R7_W0.1433_Ang0,ID266_3_R7_W0.1433.csv,0,8.1705,4.2219,89.88,1.235,8.1869,4.2268,89.412,1.2411
ID266_3_R7_W0.1433_Ang20,ID266_3_R7_W0.1433.csv,20,8.1832,4.3306,87.35,1.268,8.2456,4.2078,88.5404,1.2409
ID266_3_R7_W0.1433_Ang40,ID266_3_R7_W0.1433.csv,40,7.8514,4.5398,90.51,1.347,8.5054,4.1506,84.3601,1.3181
ID266_3_R7_W0.1433_Ang60,ID266_3_R7_W0.1433.csv,60,8.1297,4.9804,76.95,1.536,8.5357,4.1086,84.6185,1.3089
ID266_3_R7_W0.1433_Ang80,ID266_3_R7_W0.1433.csv,80,8.2382,5.2938,70.5,1.611,8.5639,4.071,84.8391,1.3089
ID267_3_R7_W0.1656_Ang0,ID267_3_R7_W0.1656.csv,0,6.9194,3.877,136.46,1.043,6.957,3.8758,135.0292,1.0587
ID267_3_R7_W0.1656_Ang20,ID267_3_R7_W0.1656.csv,20,7.03,4.0497,126.56,1.007,7.135,3.9453,126.1174,0.9962
ID267_3_R7_W0.1656_Ang40,ID267_3_R7_W0.1656.csv,40,6.9241,4.1419,127.56,1.114,7.0633,3.7617,134.9707,1.0653
ID267_3_R7_W0.1656_Ang60,ID267_3_R7_W0.1656.csv,60,6.9158,4.3697,121.2,1.198,7.1147,3.6617,136.6607,1.0719
ID267_3_R7_W0.1656_Ang80,ID267_3_R7_W0.1656.csv,80,7.0815,4.597,109.88,1.217,7.2636,3.6234,132.499,1.0509
ID270_3_R8_W0.01_Ang0,ID270_3_R8_W0.01.csv,0,6.8883,8.2875,64.42,5.179,6.8853,8.2934,64.4263,5.1713
ID270_3_R8_W0.01_Ang20,ID270_3_R8_W0.01.csv,20,6.9143,8.9475,59.22,5.386,6.8907,8.708,61.2629,5.2634
ID270_3_R8_W0.01_Ang40,ID270_3_R8_W0.01.csv,40,6.8435,9.1366,59.2,5.736,7.0048,8.2009,62.9495,5.2358
ID270_3_R8_W0.01_Ang60,ID270_3_R8_W0.01.csv,60,6.8093,9.6349,56.7,6.212,6.9615,8.1357,64.2455,5.3388
ID270_3_R8_W0.01_Ang80,ID270_3_R8_W0.01.csv,80,6.7084,11.3443,49.62,6.433,7.1334,8.8709,56.1152,5.4771
ID271_3_R8_W0.0356_Ang0,ID271_3_R8_W0.0356.csv,0,7.1234,7.2004,69.33,3.021,7.1176,7.2213,69.2394,3.0312
ID271_3_R8_W0.0356_Ang20,ID271_3_R8_W0.0356.csv,20,7.1463,7.3834,67.18,3.132,7.1183,7.1762,69.6621,3.0389
ID271_3_R8_W0.0356_Ang40,ID271_3_R8_W0.0356.csv,40,7.1273,8.4653,58.9,3.319,7.1726,7.6567,64.3051,3.0084
ID271_3_R8_W0.0356_Ang60,ID271_3_R8_W0.0356.csv,60,7.1541,8.9948,55.02,3.659,7.1901,7.513,65.2161,3.0455
ID271_3_R8_W0.0356_Ang80,ID271_3_R8_W0.0356.csv,80,7.1154,9.6903,51.63,3.87,7.2995,7.5728,62.7766,3.1228
ID272_3_R8_W0.0611_Ang0,ID272_3_R8_W0.0611.csv,0,7.2631,6.5621,73.17,2.264,7.2388,6.5721,73.5538,2.2608
ID272_3_R8_W0.0611_Ang20,ID272_3_R8_W0.0611.csv,20,7.2833,6.7492,70.75,2.385,7.2492,6.5479,73.6149,2.296
ID272_3_R8_W0.0611_Ang40,ID272_3_R8_W0.0611.csv,40,7.2554,7.262,66.26,2.565,7.3465,6.5036,72.1655,2.3505
ID272_3_R8_W0.0611_Ang60,ID272_3_R8_W0.0611.csv,60,7.2963,8.1277,58.54,2.861,7.4047,6.6631,69.3351,2.3888
ID272_3_R8_W0.0611_Ang80,ID272_3_R8_W0.0611.csv,80,7.2078,8.81,55.34,2.967,7.4962,6.7584,66.6976,2.3713
ID273_3_R8_W0.0867_Ang0,ID273_3_R8_W0.0867.csv,0,7.3474,6.046,77.61,1.89,7.3214,6.0304,78.3615,1.9063
ID273_3_R8_W0.0867_Ang20,ID273_3_R8_W0.0867.csv,20,7.3265,6.2107,75.98,1.942,7.3812,6.0105,77.3523,1.9226
ID273_3_R8_W0.0867_Ang40,ID273_3_R8_W0.0867.csv,40,7.331,6.6671,70.69,2.115,7.4628,5.9569,76.3519,1.932
ID273_3_R8_W0.0867_Ang60,ID273_3_R8_W0.0867.csv,60,7.3948,7.4743,61.98,2.314,7.5173,6.0901,73.6016,1.9297
ID273_3_R8_W0.0867_Ang80,ID273_3_R8_W0.0867.csv,80,7.3278,7.7144,61.15,2.487,7.5847,5.9143,74.4479,1.9966
ID274_3_R8_W0.1122_Ang0,ID274_3_R8_W0.1122.csv,0,7.3603,5.5825,83.76,1.624,7.3685,5.5797,83.6142,1.6624
ID274_3_R8_W0.1122_Ang20,ID274_3_R8_W0.1122.csv,20,7.3764,5.7628,80.78,1.675,7.4116,5.5687,82.8078,1.6349
ID274_3_R8_W0.1122_Ang40,ID274_3_R8_W0.1122.csv,40,7.3645,6.188,75.48,1.813,7.5095,5.5131,81.4744,1.6588
ID274_3_R8_W0.1122_Ang60,ID274_3_R8_W0.1122.csv,60,7.4499,6.8908,66.23,2.002,7.5727,5.6197,78.6012,1.6644
ID274_3_R8_W0.1122_Ang80,ID274_3_R8_W0.1122.csv,80,7.3708,7.1036,65.64,2.202,7.647,5.4281,79.8005,1.7085
ID275_3_R8_W0.1378_Ang0,ID275_3_R8_W0.1378.csv,0,7.3461,5.1771,90.67,1.403,7.3492,5.1846,90.4569,1.395
ID275_3_R8_W0.1378_Ang20,ID275_3_R8_W0.1378.csv,20,7.3814,5.3505,86.89,1.46,7.3904,5.1677,89.7435,1.435
ID275_3_R8_W0.1378_Ang40,ID275_3_R8_W0.1378.csv,40,7.3542,5.7222,81.85,1.539,7.5136,5.1127,87.7597,1.4437
ID275_3_R8_W0.1378_Ang60,ID275_3_R8_W0.1378.csv,60,7.4334,6.3961,71.67,1.712,7.6036,5.1929,84.3706,1.4508
ID275_3_R8_W0.1378_Ang80,ID275_3_R8_W0.1378.csv,80,7.3824,6.6028,70.39,1.857,7.6475,5.0337,86.0413,1.4983
ID276_3_R8_W0.1633_Ang0,ID276_3_R8_W0.1633.csv,0,7.2012,4.8094,101.56,1.264,7.1808,4.811,102.1072,1.2621
ID276_3_R8_W0.1633_Ang20,ID276_3_R8_W0.1633.csv,20,7.2281,4.9466,98.01,1.279,7.3114,4.8067,98.5812,1.2734
ID276_3_R8_W0.1633_Ang40,ID276_3_R8_W0.1633.csv,40,7.2875,5.4246,87.93,1.356,7.4534,4.8511,93.9909,1.2727
ID276_3_R8_W0.1633_Ang60,ID276_3_R8_W0.1633.csv,60,7.3468,5.9922,78.32,1.485,7.5317,4.8509,92.0516,1.2813
ID276_3_R8_W0.1633_Ang80,ID276_3_R8_W0.1633.csv,80,7.2368,6.044,80.02,1.652,7.5484,4.6447,95.7135,1.3538
ID277_3_R8_W0.1889_Ang0,ID277_3_R8_W0.1889.csv,0,6.2523,4.6451,139.5,0.948,6.2398,4.6496,139.9198,0.9425
ID277_3_R8_W0.1889_Ang20,ID277_3_R8_W0.1889.csv,20,6.1457,4.5833,146.33,1.044,6.2248,4.4493,146.925,1.0541
ID277_3_R8_W0.1889_Ang40,ID277_3_R8_W0.1889.csv,40,5.6176,4.6339,173.22,1.082,6.0283,4.2483,164.073,1.0706
ID277_3_R8_W0.1889_Ang60,ID277_3_R8_W0.1889.csv,60,5.7767,4.8615,156.14,1.177,6.0893,4.1166,165.9482,1.0659
ID277_3_R8_W0.1889_Ang80,ID277_3_R8_W0.1889.csv,80,5.69,5.0004,156.46,1.194,6.1745,4.0332,164.7387,1.0799
ID280_3_R9_W0.01_Ang0,ID280_3_R9_W0.01.csv,0,6.1346,9.4513,71.22,5.419,6.1254,9.4333,71.5664,5.3837
ID280_3_R9_W0.01_Ang20,ID280_3_R9_W0.01.csv,20,6.1178,9.6463,70.16,5.548,6.1442,9.393,71.4342,5.4379
ID280_3_R9_W0.01_Ang40,ID280_3_R9_W0.01.csv,40,6.0967,11.5976,58.76,6.063,6.1071,10.5993,64.0756,5.5713
ID280_3_R9_W0.01_Ang60,ID280_3_R9_W0.01.csv,60,6.0806,12.6064,54.35,6.576,6.1579,10.6576,62.679,5.6311
ID280_3_R9_W0.01_Ang80,ID280_3_R9_W0.01.csv,80,6.0403,13.2603,52.36,7.013,6.2382,10.5052,61.9601,5.7294
ID281_3_R9_W0.0389_Ang0,ID281_3_R9_W0.0389.csv,0,6.3586,8.0563,77.76,3.021,6.3842,8.0568,77.1371,3.0409
ID281_3_R9_W0.0389_Ang20,ID281_3_R9_W0.0389.csv,20,6.3181,9.2963,68.26,3.05,6.3332,9.0334,69.9097,2.9826
ID281_3_R9_W0.0389_Ang40,ID281_3_R9_W0.0389.csv,40,6.2675,9.3613,68.88,3.278,6.4213,8.4364,72.818,3.052
ID281_3_R9_W0.0389_Ang60,ID281_3_R9_W0.0389.csv,60,6.1612,10.1215,65.93,3.624,6.5511,8.3617,70.5866,3.1973
ID281_3_R9_W0.0389_Ang80,ID281_3_R9_W0.0389.csv,80,6.2137,10.9471,59.93,3.738,6.5418,8.5799,68.9852,3.2658
ID282_3_R9_W0.0678_Ang0,ID282_3_R9_W0.0678.csv,0,6.4617,8.0937,74.96,2.183,6.4612,8.0908,74.9921,2.1971
ID282_3_R9_W0.0678_Ang20,ID282_3_R9_W0.0678.csv,20,6.4364,7.927,77.13,2.306,6.544,7.6195,77.6305,2.2634
ID282_3_R9_W0.0678_Ang40,ID282_3_R9_W0.0678.csv,40,6.4412,8.4938,71.88,2.485,6.5634,7.6149,77.2183,2.2919
ID282_3_R9_W0.0678_Ang60,ID282_3_R9_W0.0678.csv,60,6.2265,8.7129,74.99,2.722,6.7399,7.19,77.5545,2.4263
ID282_3_R9_W0.0678_Ang80,ID282_3_R9_W0.0678.csv,80,6.3081,9.5762,66.47,2.828,6.7219,7.4692,75.0549,2.3837
ID283_3_R9_W0.0967_Ang0,ID283_3_R9_W0.0967.csv,0,6.5489,7.3986,79.83,1.731,6.5479,7.3961,79.8802,1.7252
ID283_3_R9_W0.0967_Ang20,ID283_3_R9_W0.0967.csv,20,6.4786,7.0307,85.84,1.911,6.6487,6.7365,85.0605,1.911
ID283_3_R9_W0.0967_Ang40,ID283_3_R9_W0.0967.csv,40,6.3718,7.43,83.97,2.034,6.6503,6.7221,85.2008,1.8917
ID283_3_R9_W0.0967_Ang60,ID283_3_R9_W0.0967.csv,60,6.3015,8.0093,79.64,2.211,6.822,6.5999,82.4662,2.0147
ID283_3_R9_W0.0967_Ang80,ID283_3_R9_W0.0967.csv,80,6.3028,8.4109,75.81,2.405,6.8422,6.6047,81.9224,2.0443
ID284_3_R9_W0.1256_Ang0,ID284_3_R9_W0.1256.csv,0,6.607,6.4748,89.62,1.565,6.607,6.4629,89.7861,1.5729
ID284_3_R9_W0.1256_Ang20,ID284_3_R9_W0.1256.csv,20,6.6062,6.7877,85.51,1.592,6.6676,6.5161,87.4402,1.5778
ID284_3_R9_W0.1256_Ang40,ID284_3_R9_W0.1256.csv,40,6.3745,6.8417,91.11,1.752,6.6601,6.188,92.283,1.6202
ID284_3_R9_W0.1256_Ang60,ID284_3_R9_W0.1256.csv,60,6.315,7.3652,86.24,1.923,6.8664,6.0859,88.2783,1.7691
ID284_3_R9_W0.1256_Ang80,ID284_3_R9_W0.1256.csv,80,6.3069,7.7443,82.23,2.011,6.8873,6.103,87.4971,1.722
ID285_3_R9_W0.1544_Ang0,ID285_3_R9_W0.1544.csv,0,6.6133,6.0042,96.46,1.377,6.6069,6.0187,96.4149,1.3661
ID285_3_R9_W0.1544_Ang20,ID285_3_R9_W0.1544.csv,20,6.6259,6.2685,92.04,1.421,6.6724,6.0377,94.2325,1.3985
ID285_3_R9_W0.1544_Ang40,ID285_3_R9_W0.1544.csv,40,6.3291,6.3458,99.65,1.522,6.6308,5.7411,100.3489,1.4168
ID285_3_R9_W0.1544_Ang60,ID285_3_R9_W0.1544.csv,60,6.2735,6.8105,94.5,1.673,6.8412,5.6764,95.3456,1.5149
ID285_3_R9_W0.1544_Ang80,ID285_3_R9_W0.1544.csv,80,6.3122,7.1865,88.46,1.746,6.8859,5.6715,94.1947,1.4965
ID286_3_R9_W0.1833_Ang0,ID286_3_R9_W0.1833.csv,0,6.5349,5.6824,104.38,1.192,6.5295,5.6816,104.5716,1.1801
ID286_3_R9_W0.1833_Ang20,ID286_3_R9_W0.1833.csv,20,6.3659,5.5881,111.86,1.258,6.5831,5.3887,108.4648,1.3153
ID286_3_R9_W0.1833_Ang40,ID286_3_R9_W0.1833.csv,40,6.2462,5.8921,110.19,1.348,6.5686,5.3382,109.977,1.2483
ID286_3_R9_W0.1833_Ang60,ID286_3_R9_W0.1833.csv,60,6.2341,6.3309,102.95,1.445,6.7826,5.2556,104.7671,1.3378
ID286_3_R9_W0.1833_Ang80,ID286_3_R9_W0.1833.csv,80,6.2723,6.6698,96.53,1.53,6.8109,5.2201,104.6055,1.3153
ID287_3_R9_W0.2122_Ang0,ID287_3_R9_W0.2122.csv,0,5.4665,4.966,170.69,1.073,5.5418,4.9701,165.9467,1.0866
ID287_3_R9_W0.2122_Ang20,ID287_3_R9_W0.2122.csv,20,5.7824,5.3838,140.71,0.982,5.9075,5.2375,138.5847,0.9669
ID287_3_R9_W0.2122_Ang40,ID287_3_R9_W0.2122.csv,40,5.5725,5.4945,148.46,1.079,5.9525,4.9939,143.1516,1.0327
ID287_3_R9_W0.2122_Ang60,ID287_3_R9_W0.2122.csv,60,5.4254,5.6417,152.54,1.156,6.0221,4.7778,146.1905,1.0884
ID287_3_R9_W0.2122_Ang80,ID287_3_R9_W0.2122.csv,80,5.5062,5.8727,142.27,1.189,6.0877,4.7254,144.6432,1.0676
ID290_3_R10_W0.01_Ang0,ID290_3_R10_W0.01.csv,0,5.478,10.6516,79.25,5.71,5.468,10.61,79.8502,5.6927
ID290_3_R10_W0.01_Ang20,ID290_3_R10_W0.01.csv,20,5.509,10.7714,77.49,5.923,5.5184,10.4693,79.4512,5.76
ID290_3_R10_W0.01_Ang40,ID290_3_R10_W0.01.csv,40,5.4503,11.5101,74.08,6.331,5.6394,10.3379,77.0441,5.8865
ID290_3_R10_W0.01_Ang60,ID290_3_R10_W0.01.csv,60,5.3963,12.4619,69.8,6.717,5.6893,10.345,75.6456,5.9136
ID290_3_R10_W0.01_Ang80,ID290_3_R10_W0.01.csv,80,5.4014,13.7941,62.94,7.256,5.6931,10.8514,72.0207,6.0268
ID291_3_R10_W0.0422_Ang0,ID291_3_R10_W0.0422.csv,0,5.717,9.1591,84.62,3.083,5.7497,9.124,83.9767,3.0713
ID291_3_R10_W0.0422_Ang20,ID291_3_R10_W0.0422.csv,20,5.7647,9.2681,82.24,3.171,5.7428,9.0068,85.2744,3.0701
ID291_3_R10_W0.0422_Ang40,ID291_3_R10_W0.0422.csv,40,5.7317,10.0123,77.01,3.44,5.8169,8.9706,83.452,3.136
ID291_3_R10_W0.0422_Ang60,ID291_3_R10_W0.0422.csv,60,5.6802,10.8657,72.25,3.73,5.8986,8.9337,81.4915,3.1794
ID291_3_R10_W0.0422_Ang80,ID291_3_R10_W0.0422.csv,80,5.6749,12.0311,65.37,3.931,5.9206,9.2802,77.8662,3.1979
ID292_3_R10_W0.0744_Ang0,ID292_3_R10_W0.0744.csv,0,5.8523,8.2603,89.53,2.287,5.8418,8.2527,89.9387,2.2776
ID292_3_R10_W0.0744_Ang20,ID292_3_R10_W0.0744.csv,20,5.8858,8.4127,86.91,2.415,5.8721,8.2017,89.5665,2.3391
ID292_3_R10_W0.0744_Ang40,ID292_3_R10_W0.0744.csv,40,5.8356,9.1072,81.67,2.579,5.9211,8.1516,88.6324,2.3641
ID292_3_R10_W0.0744_Ang60,ID292_3_R10_W0.0744.csv,60,5.8101,9.8805,75.94,2.823,6.0016,8.0849,86.9812,2.4065
ID292_3_R10_W0.0744_Ang80,ID292_3_R10_W0.0744.csv,80,5.8162,10.4704,71.51,3.021,6.056,8.0418,85.8859,2.4561
ID293_3_R10_W0.1067_Ang0,ID293_3_R10_W0.1067.csv,0,5.9368,7.4535,96.42,1.913,5.9163,7.449,97.1499,1.8878
ID293_3_R10_W0.1067_Ang20,ID293_3_R10_W0.1067.csv,20,5.9763,7.7248,91.81,1.989,5.9239,7.4981,96.266,1.8963
ID293_3_R10_W0.1067_Ang40,ID293_3_R10_W0.1067.csv,40,5.9299,8.8004,81.85,2.036,5.9772,7.8874,89.8909,1.839
ID293_3_R10_W0.1067_Ang60,ID293_3_R10_W0.1067.csv,60,5.9234,9.4648,76.28,2.279,6.0546,7.7181,89.5276,1.8831
ID293_3_R10_W0.1067_Ang80,ID293_3_R10_W0.1067.csv,80,5.903,9.7158,74.82,2.497,6.1165,7.4195,91.2559,1.999
ID294_3_R10_W0.1389_Ang0,ID294_3_R10_W0.1389.csv,0,5.9497,6.9962,102.28,1.588,5.9333,7.008,102.6739,1.5993
ID294_3_R10_W0.1389_Ang20,ID294_3_R10_W0.1389.csv,20,6.0005,7.3509,95.7,1.607,5.9829,7.1559,98.8897,1.5542
ID294_3_R10_W0.1389_Ang40,ID294_3_R10_W0.1389.csv,40,5.9884,8.2082,86.05,1.705,6.03,7.3314,95.0206,1.5156
ID294_3_R10_W0.1389_Ang60,ID294_3_R10_W0.1389.csv,60,5.9749,9.1081,77.9,1.806,6.0852,7.4067,92.3573,1.4982
