Unique_ID,Topology_Name,Angle_deg,f_TE_GHz,L_TE_nH,C_TE_fF,R_TE_ohm,f_TM_GHz,L_TM_nH,C_TM_fF,R_TM_ohm
ID768_9_R7.0_W0.1567_Ang20,ID768_9_R7.0_W0.1567.csv,20,10.0043,26.3323,9.61,13.363,10.009,25.9801,9.7324,13.0314
ID768_9_R7.0_W0.1567_Ang40,ID768_9_R7.0_W0.1567.csv,40,9.8502,28.6565,9.11,12.79,9.7589,27.4667,9.6834,11.8174
ID768_9_R7.0_W0.1567_Ang60,ID768_9_R7.0_W0.1567.csv,60,9.7871,31.5269,8.39,12.579,9.5521,29.55,9.3947,10.8942
ID768_9_R7.0_W0.1567_Ang80,ID768_9_R7.0_W0.1567.csv,80,9.7378,32.9833,8.1,12.932,9.4773,30.5203,9.2401,10.8941
ID769_9_R7.0_W0.175_Ang0,ID769_9_R7.0_W0.175.csv,0,10.438,23.1179,10.06,13.721,10.4617,23.169,9.9891,14.1322
ID769_9_R7.0_W0.175_Ang20,ID769_9_R7.0_W0.175.csv,20,10.3196,23.895,9.95,15.636,10.2911,23.8453,10.0302,14.8749
ID769_9_R7.0_W0.175_Ang40,ID769_9_R7.0_W0.175.csv,40,10.2527,26.1469,9.22,13.305,10.1292,25.5359,9.6681,12.5603
ID769_9_R7.0_W0.175_Ang60,ID769_9_R7.0_W0.175.csv,60,10.3368,27.3991,8.65,16.129,10.1137,26.1259,9.4786,13.608
ID769_9_R7.0_W0.175_Ang80,ID769_9_R7.0_W0.175.csv,80,10.1766,29.7732,8.22,13.973,9.9971,27.267,9.2952,12.1214
ID770_9_R8.0_W0.01_Ang0,ID770_9_R8.0_W0.01.csv,0,6.8851,51.8377,10.31,42.582,6.8493,52.0977,10.364,42.2314
ID770_9_R8.0_W0.01_Ang20,ID770_9_R8.0_W0.01.csv,20,6.9841,49.6142,10.47,45.306,6.958,49.5598,10.557,44.5618
ID770_9_R8.0_W0.01_Ang40,ID770_9_R8.0_W0.01.csv,40,6.9493,51.0873,10.27,50.177,6.9417,50.446,10.4203,46.9813
ID770_9_R8.0_W0.01_Ang60,ID770_9_R8.0_W0.01.csv,60,6.8584,56.4928,9.53,48.574,6.7756,55.0377,10.025,44.1153
ID770_9_R8.0_W0.01_Ang80,ID770_9_R8.0_W0.01.csv,80,6.8383,58.7866,9.21,47.443,6.7525,55.7971,9.9565,43.4546
ID771_9_R8.0_W0.0311_Ang0,ID771_9_R8.0_W0.0311.csv,0,7.3196,44.0847,10.72,26.758,7.3262,44.3016,10.6529,26.9249
ID771_9_R8.0_W0.0311_Ang20,ID771_9_R8.0_W0.0311.csv,20,7.3178,44.1634,10.71,28.65,7.3665,44.0494,10.5967,28.7338
ID771_9_R8.0_W0.0311_Ang40,ID771_9_R8.0_W0.0311.csv,40,7.3437,43.1293,10.89,39.399,7.3472,43.7726,10.7201,34.447
ID771_9_R8.0_W0.0311_Ang60,ID771_9_R8.0_W0.0311.csv,60,7.3757,43.5522,10.69,45.192,7.3255,45.615,10.3481,32.5139
ID771_9_R8.0_W0.0311_Ang80,ID771_9_R8.0_W0.0311.csv,80,7.2519,53.2628,9.04,31.414,7.1003,50.3766,9.9738,27.3798
ID772_9_R8.0_W0.0522_Ang0,ID772_9_R8.0_W0.0522.csv,0,7.4743,41.8497,10.83,20.965,7.5139,42.0743,10.6632,21.2156
ID772_9_R8.0_W0.0522_Ang20,ID772_9_R8.0_W0.0522.csv,20,7.455,42.3339,10.77,22.624,7.4999,41.9188,10.7428,22.4318
ID772_9_R8.0_W0.0522_Ang40,ID772_9_R8.0_W0.0522.csv,40,7.498,44.0217,10.23,23.205,7.4311,43.3921,10.5711,21.9512
ID772_9_R8.0_W0.0522_Ang60,ID772_9_R8.0_W0.0522.csv,60,7.4986,45.2048,9.97,29.809,7.3811,44.6935,10.4028,23.3788
ID772_9_R8.0_W0.0522_Ang80,ID772_9_R8.0_W0.0522.csv,80,7.4208,49.7642,9.24,22.825,7.3132,47.0136,10.0739,20.2437
ID773_9_R8.0_W0.0733_Ang0,ID773_9_R8.0_W0.0733.csv,0,7.6256,40.9437,10.64,16.676,7.5941,41.128,10.6794,16.4164
ID773_9_R8.0_W0.0733_Ang20,ID773_9_R8.0_W0.0733.csv,20,7.7837,39.2842,10.64,18.47,7.6923,39.7257,10.7761,17.9298
ID773_9_R8.0_W0.0733_Ang40,ID773_9_R8.0_W0.0733.csv,40,7.8049,41.0284,10.13,18.639,7.6676,40.3651,10.6738,17.5223
ID773_9_R8.0_W0.0733_Ang60,ID773_9_R8.0_W0.0733.csv,60,7.8058,42.8038,9.71,19.457,7.6482,41.3606,10.4697,17.8716
ID773_9_R8.0_W0.0733_Ang80,ID773_9_R8.0_W0.0733.csv,80,7.7511,46.2716,9.11,22.22,7.5517,42.7704,10.3851,18.0472
ID774_9_R8.0_W0.0944_Ang0,ID774_9_R8.0_W0.0944.csv,0,7.9259,37.1882,10.84,16.788,7.8915,36.9626,11.0041,16.3243
ID774_9_R8.0_W0.0944_Ang20,ID774_9_R8.0_W0.0944.csv,20,7.8224,39.3914,10.51,15.025,7.7758,38.7303,10.8169,14.4871
ID774_9_R8.0_W0.0944_Ang40,ID774_9_R8.0_W0.0944.csv,40,7.9792,38.8453,10.24,16.528,7.8984,37.9596,10.6964,15.7197
ID774_9_R8.0_W0.0944_Ang60,ID774_9_R8.0_W0.0944.csv,60,7.964,41.2947,9.67,19.945,7.8151,39.8134,10.417,16.6399
ID774_9_R8.0_W0.0944_Ang80,ID774_9_R8.0_W0.0944.csv,80,7.8758,43.9931,9.28,19.94,7.7351,40.9094,10.3488,16.703
ID775_9_R8.0_W0.1156_Ang0,ID775_9_R8.0_W0.1156.csv,0,7.9302,37.1215,10.85,12.537,7.9755,37.0228,10.756,12.4895
ID775_9_R8.0_W0.1156_Ang20,ID775_9_R8.0_W0.1156.csv,20,7.9094,38.5712,10.5,13.083,7.9142,37.858,10.6824,12.7603
ID775_9_R8.0_W0.1156_Ang40,ID775_9_R8.0_W0.1156.csv,40,8.0159,38.5454,10.23,14.994,7.9809,37.3477,10.6482,14.1725
ID775_9_R8.0_W0.1156_Ang60,ID775_9_R8.0_W0.1156.csv,60,7.9417,42.1123,9.54,15.51,7.8588,39.5999,10.3571,13.3971
ID775_9_R8.0_W0.1156_Ang80,ID775_9_R8.0_W0.1156.csv,80,7.9421,43.2904,9.28,15.316,7.8316,40.2872,10.251,13.095
ID776_9_R8.0_W0.1367_Ang0,ID776_9_R8.0_W0.1367.csv,0,8.1937,34.5624,10.92,12.204,8.2217,34.2241,10.9494,12.1255
ID776_9_R8.0_W0.1367_Ang20,ID776_9_R8.0_W0.1367.csv,20,8.2129,34.928,10.75,12.175,8.2143,34.8109,10.7841,12.1167
ID776_9_R8.0_W0.1367_Ang40,ID776_9_R8.0_W0.1367.csv,40,8.2413,36.7713,10.14,14.131,8.1893,35.3928,10.6716,13.4062
ID776_9_R8.0_W0.1367_Ang60,ID776_9_R8.0_W0.1367.csv,60,8.1874,39.2415,9.63,13.581,8.0691,37.1676,10.4672,12.2433
ID776_9_R8.0_W0.1367_Ang80,ID776_9_R8.0_W0.1367.csv,80,8.1776,42.1043,9.0,15.01,7.9975,38.4646,10.2962,12.3665
ID777_9_R8.0_W0.1578_Ang0,ID777_9_R8.0_W0.1578.csv,0,8.4922,31.654,11.1,11.639,8.4579,32.1733,11.0057,11.7111
ID777_9_R8.0_W0.1578_Ang20,ID777_9_R8.0_W0.1578.csv,20,8.5226,32.0772,10.87,12.752,8.4292,32.5583,10.9499,12.2205
ID777_9_R8.0_W0.1578_Ang40,ID777_9_R8.0_W0.1578.csv,40,8.4404,34.7745,10.22,12.353,8.3396,34.0219,10.7051,11.3742
ID777_9_R8.0_W0.1578_Ang60,ID777_9_R8.0_W0.1578.csv,60,8.5211,35.7783,9.75,15.585,8.4004,33.9117,10.5851,13.8695
ID777_9_R8.0_W0.1578_Ang80,ID777_9_R8.0_W0.1578.csv,80,8.4597,38.9934,9.08,14.321,8.228,36.2047,10.3345,11.9051
ID778_9_R8.0_W0.1789_Ang0,ID778_9_R8.0_W0.1789.csv,0,8.7474,29.4345,11.25,13.257,8.7323,29.5841,11.2287,13.3441
ID778_9_R8.0_W0.1789_Ang20,ID778_9_R8.0_W0.1789.csv,20,8.7939,29.9103,10.95,13.233,8.7239,30.1631,11.0343,13.1685
ID778_9_R8.0_W0.1789_Ang40,ID778_9_R8.0_W0.1789.csv,40,8.6314,33.1381,10.26,12.143,8.5722,32.1335,10.7274,11.1872
ID778_9_R8.0_W0.1789_Ang60,ID778_9_R8.0_W0.1789.csv,60,8.7984,33.7245,9.7,15.705,8.6013,32.1389,10.6533,13.3695
ID778_9_R8.0_W0.1789_Ang80,ID778_9_R8.0_W0.1789.csv,80,8.6223,37.1949,9.16,13.619,8.4536,34.3567,10.3168,11.7538
ID779_9_R8.0_W0.2_Ang0,ID779_9_R8.0_W0.2.csv,0,8.9115,28.058,11.37,13.154,8.9631,28.0236,11.2513,12.96
ID779_9_R8.0_W0.2_Ang20,ID779_9_R8.0_W0.2.csv,20,9.0202,27.9784,11.13,14.127,8.9647,28.113,11.2115,13.222
ID779_9_R8.0_W0.2_Ang40,ID779_9_R8.0_W0.2.csv,40,8.9636,30.39,10.37,14.449,8.8844,29.5064,10.876,13.5435
ID779_9_R8.0_W0.2_Ang60,ID779_9_R8.0_W0.2.csv,60,8.8976,33.0232,9.69,12.808,8.7059,31.104,10.7447,11.4808
ID779_9_R8.0_W0.2_Ang80,ID779_9_R8.0_W0.2.csv,80,8.9239,34.4735,9.23,15.224,8.7153,32.1075,10.3864,12.7997
ID780_9_R9.0_W0.01_Ang0,ID780_9_R9.0_W0.01.csv,0,6.0047,57.219,12.28,55.317,6.1417,55.5996,12.0779,57.2999
ID780_9_R9.0_W0.01_Ang20,ID780_9_R9.0_W0.01.csv,20,6.0336,56.7569,12.26,58.379,6.0554,56.422,12.2436,56.9565
ID780_9_R9.0_W0.01_Ang40,ID780_9_R9.0_W0.01.csv,40,6.0467,59.8552,11.57,54.656,6.0234,59.312,11.7711,49.8248
ID780_9_R9.0_W0.01_Ang60,ID780_9_R9.0_W0.01.csv,60,5.9801,63.3274,11.18,63.382,5.909,63.8156,11.368,50.3919
ID780_9_R9.0_W0.01_Ang80,ID780_9_R9.0_W0.01.csv,80,5.7659,75.2173,10.13,54.835,5.7223,73.1029,10.582,45.2593
ID781_9_R9.0_W0.0339_Ang0,ID781_9_R9.0_W0.0339.csv,0,6.379,52.1961,11.93,28.147,6.3234,52.778,12.0029,27.5544
ID781_9_R9.0_W0.0339_Ang20,ID781_9_R9.0_W0.0339.csv,20,6.4671,50.8614,11.91,29.241,6.3812,51.245,12.139,28.7118
ID781_9_R9.0_W0.0339_Ang40,ID781_9_R9.0_W0.0339.csv,40,6.394,51.7,11.98,35.573,6.4144,51.249,12.0127,31.8291
ID781_9_R9.0_W0.0339_Ang60,ID781_9_R9.0_W0.0339.csv,60,6.2228,61.6535,10.61,27.985,6.2562,57.654,11.2252,26.3188
ID781_9_R9.0_W0.0339_Ang80,ID781_9_R9.0_W0.0339.csv,80,6.2012,60.4441,10.9,34.902,6.1744,60.1783,11.0411,27.1391
ID782_9_R9.0_W0.0578_Ang0,ID782_9_R9.0_W0.0578.csv,0,6.5081,49.6063,12.06,20.085,6.5498,49.5734,11.9107,19.9995
ID782_9_R9.0_W0.0578_Ang20,ID782_9_R9.0_W0.0578.csv,20,6.467,50.901,11.9,19.39,6.6051,49.3848,11.7568,20.0017
ID782_9_R9.0_W0.0578_Ang40,ID782_9_R9.0_W0.0578.csv,40,6.5656,49.8424,11.79,26.352,6.7102,47.8751,11.7505,24.6495
ID782_9_R9.0_W0.0578_Ang60,ID782_9_R9.0_W0.0578.csv,60,6.5045,53.9234,11.1,24.092,6.5168,51.5758,11.5643,20.8421
ID782_9_R9.0_W0.0578_Ang80,ID782_9_R9.0_W0.0578.csv,80,6.667,56.14,10.15,39.943,6.5727,51.1152,11.471,23.0749
ID783_9_R9.0_W0.0817_Ang0,ID783_9_R9.0_W0.0817.csv,0,6.7573,44.0383,12.6,19.7,6.873,43.8565,12.2268,20.4664
ID783_9_R9.0_W0.0817_Ang20,ID783_9_R9.0_W0.0817.csv,20,6.7695,45.1104,12.25,18.326,6.8556,44.6117,12.0809,18.5572
ID783_9_R9.0_W0.0817_Ang40,ID783_9_R9.0_W0.0817.csv,40,6.7889,46.8266,11.74,20.222,6.8321,46.1662,11.7547,19.3184
ID783_9_R9.0_W0.0817_Ang60,ID783_9_R9.0_W0.0817.csv,60,6.7855,50.2504,10.95,18.15,6.7468,48.1819,11.5494,17.2276
ID783_9_R9.0_W0.0817_Ang80,ID783_9_R9.0_W0.0817.csv,80,6.6542,56.4629,10.13,19.734,6.5684,52.321,11.2213,16.6699
ID784_9_R9.0_W0.1056_Ang0,ID784_9_R9.0_W0.1056.csv,0,6.8813,42.9207,12.46,14.793,6.9839,42.8927,12.1077,15.195
ID784_9_R9.0_W0.1056_Ang20,ID784_9_R9.0_W0.1056.csv,20,6.8946,43.842,12.15,14.532,6.9475,43.3039,12.1187,14.2954
ID784_9_R9.0_W0.1056_Ang40,ID784_9_R9.0_W0.1056.csv,40,6.9217,45.6654,11.58,15.423,6.9304,43.9952,11.9872,14.8931
ID784_9_R9.0_W0.1056_Ang60,ID784_9_R9.0_W0.1056.csv,60,6.9799,46.4834,11.19,18.8,6.9846,44.649,11.6291,16.1251
ID784_9_R9.0_W0.1056_Ang80,ID784_9_R9.0_W0.1056.csv,80,6.9195,49.7531,10.63,22.698,6.8268,47.3296,11.4834,16.6036
ID785_9_R9.0_W0.1294_Ang0,ID785_9_R9.0_W0.1294.csv,0,7.0352,41.6385,12.29,12.917,7.0807,41.3966,12.2046,13.0795
ID785_9_R9.0_W0.1294_Ang20,ID785_9_R9.0_W0.1294.csv,20,7.0478,42.2302,12.08,12.959,7.0916,41.7465,12.065,13.1776
ID785_9_R9.0_W0.1294_Ang40,ID785_9_R9.0_W0.1294.csv,40,6.9922,45.3009,11.44,13.268,7.0154,43.4355,11.8491,12.7791
ID785_9_R9.0_W0.1294_Ang60,ID785_9_R9.0_W0.1294.csv,60,7.0705,46.3611,10.93,15.957,6.9678,44.39,11.7533,13.4368
ID785_9_R9.0_W0.1294_Ang80,ID785_9_R9.0_W0.1294.csv,80,7.0769,48.6041,10.41,16.263,7.0085,45.1155,11.4305,14.1568
ID786_9_R9.0_W0.1533_Ang0,ID786_9_R9.0_W0.1533.csv,0,7.3784,36.1595,12.87,18.142,7.4627,36.2664,12.5414,18.477
ID786_9_R9.0_W0.1533_Ang20,ID786_9_R9.0_W0.1533.csv,20,7.3536,37.5931,12.46,15.819,7.5581,36.3626,12.1945,16.6184
ID786_9_R9.0_W0.1533_Ang40,ID786_9_R9.0_W0.1533.csv,40,7.2595,40.8697,11.76,14.674,7.2678,40.18,11.9351,13.8129
ID786_9_R9.0_W0.1533_Ang60,ID786_9_R9.0_W0.1533.csv,60,7.3962,37.0398,12.5,29.512,7.3591,39.1936,11.9337,18.4636
ID786_9_R9.0_W0.1533_Ang80,ID786_9_R9.0_W0.1533.csv,80,7.261,45.93,10.46,14.896,7.1283,42.998,11.5936,12.6018
ID787_9_R9.0_W0.1772_Ang0,ID787_9_R9.0_W0.1772.csv,0,7.3923,37.0642,12.51,10.887,7.4912,36.576,12.3409,11.2585
ID787_9_R9.0_W0.1772_Ang20,ID787_9_R9.0_W0.1772.csv,20,7.453,36.1557,12.61,13.14,7.6121,35.2617,12.3975,13.8593
ID787_9_R9.0_W0.1772_Ang40,ID787_9_R9.0_W0.1772.csv,40,7.4197,38.8084,11.86,13.15,7.4608,37.6903,12.0737,12.3754
ID787_9_R9.0_W0.1772_Ang60,ID787_9_R9.0_W0.1772.csv,60,7.4457,15.3035,29.86,5.861,7.2949,118.1466,4.0289,35.4057
ID788_9_R9.0_W0.2011_Ang0,ID788_9_R9.0_W0.2011.csv,0,7.6185,34.4072,12.68,11.757,7.7101,34.0669,12.5081,12.459
ID788_9_R9.0_W0.2011_Ang20,ID788_9_R9.0_W0.2011.csv,20,7.7118,33.0575,12.88,15.631,7.8245,33.0825,12.5062,15.615
ID788_9_R9.0_W0.2011_Ang40,ID788_9_R9.0_W0.2011.csv,40,7.6202,36.9872,11.79,13.502,7.616,35.8266,12.1894,12.3116
ID788_9_R9.0_W0.2011_Ang60,ID788_9_R9.0_W0.2011.csv,60,7.6198,39.0795,11.16,13.31,7.5753,37.4812,11.7768,12.9244
ID788_9_R9.0_W0.2011_Ang80,ID788_9_R9.0_W0.2011.csv,80,7.5791,41.5987,10.6,13.05,7.4656,38.99,11.6563,11.1297
ID789_9_R9.0_W0.225_Ang0,ID789_9_R9.0_W0.225.csv,0,7.8067,33.0275,12.58,10.864,7.8184,32.8689,12.6073,10.8454
ID789_9_R9.0_W0.225_Ang20,ID789_9_R9.0_W0.225.csv,20,7.9026,31.9826,12.68,13.43,8.0751,31.1871,12.4558,13.7955
ID789_9_R9.0_W0.225_Ang40,ID789_9_R9.0_W0.225.csv,40,7.7806,35.4495,11.8,12.925,7.8016,34.2056,12.1667,12.2834
ID789_9_R9.0_W0.225_Ang60,ID789_9_R9.0_W0.225.csv,60,7.8198,37.4807,11.05,14.433,7.7245,35.7242,11.8834,12.3557
ID789_9_R9.0_W0.225_Ang80,ID789_9_R9.0_W0.225.csv,80,7.8522,40.2772,10.2,16.346,7.6783,36.6603,11.7197,12.787
ID790_9_R10.0_W0.01_Ang0,ID790_9_R10.0_W0.01.csv,0,5.4963,61.3515,13.67,58.048,5.4373,62.7999,13.6431,57.2253
ID790_9_R10.0_W0.01_Ang20,ID790_9_R10.0_W0.01.csv,20,5.2116,77.2705,12.07,46.025,5.1898,76.6623,12.2678,45.3115
ID790_9_R10.0_W0.01_Ang40,ID790_9_R10.0_W0.01.csv,40,5.2357,78.4016,11.79,49.817,5.1897,76.7554,12.253,47.079
ID790_9_R10.0_W0.01_Ang60,ID790_9_R10.0_W0.01.csv,60,5.2368,81.9246,11.27,51.349,5.1563,79.463,11.9892,47.2086
ID790_9_R10.0_W0.01_Ang80,ID790_9_R10.0_W0.01.csv,80,5.1978,85.1655,11.01,50.93,5.156,80.3203,11.8626,46.6606
ID791_9_R10.0_W0.0367_Ang0,ID791_9_R10.0_W0.0367.csv,0,5.8159,55.5982,13.47,27.675,5.8624,55.7762,13.2141,28.1094
ID791_9_R10.0_W0.0367_Ang20,ID791_9_R10.0_W0.0367.csv,20,5.6016,65.295,12.36,26.153,5.551,65.4629,12.5574,25.7598
ID791_9_R10.0_W0.0367_Ang40,ID791_9_R10.0_W0.0367.csv,40,5.5689,68.3445,11.95,27.11,5.5448,66.411,12.4058,25.8714
ID791_9_R10.0_W0.0367_Ang60,ID791_9_R10.0_W0.0367.csv,60,5.5884,70.7402,11.47,28.065,5.5068,67.5781,12.3606,25.7062
ID791_9_R10.0_W0.0367_Ang80,ID791_9_R10.0_W0.0367.csv,80,5.5666,73.7993,11.08,32.056,5.4922,69.7717,12.0355,26.0959
ID792_9_R10.0_W0.0633_Ang0,ID792_9_R10.0_W0.0633.csv,0,6.0773,51.6401,13.28,21.227,6.004,52.454,13.3962,20.9481
ID792_9_R10.0_W0.0633_Ang20,ID792_9_R10.0_W0.0633.csv,20,5.8652,56.723,12.98,19.438,5.8925,56.8167,12.8401,19.7233
ID792_9_R10.0_W0.0633_Ang40,ID792_9_R10.0_W0.0633.csv,40,5.8514,59.1339,12.51,22.326,5.8729,57.4136,12.7915,20.8863
ID792_9_R10.0_W0.0633_Ang60,ID792_9_R10.0_W0.0633.csv,60,5.8272,64.0596,11.64,22.53,5.7217,61.4335,12.5946,19.5441
ID792_9_R10.0_W0.0633_Ang80,ID792_9_R10.0_W0.0633.csv,80,5.7935,66.5732,11.34,22.483,5.7389,62.8573,12.2356,19.5219
ID793_9_R10.0_W0.09_Ang0,ID793_9_R10.0_W0.09.csv,0,6.3435,45.5834,13.81,18.868,6.4502,44.9038,13.5584,19.8745
ID793_9_R10.0_W0.09_Ang20,ID793_9_R10.0_W0.09.csv,20,6.0225,51.919,13.45,22.511,6.1525,50.5093,13.2483,22.2998
ID793_9_R10.0_W0.09_Ang40,ID793_9_R10.0_W0.09.csv,40,6.1252,52.9299,12.76,18.624,6.22,50.5692,12.9472,19.0165
ID793_9_R10.0_W0.09_Ang60,ID793_9_R10.0_W0.09.csv,60,6.0501,59.3469,11.66,18.148,5.942,56.8628,12.6168,16.3134
ID793_9_R10.0_W0.09_Ang80,ID793_9_R10.0_W0.09.csv,80,6.0911,59.0458,11.56,19.927,5.9794,56.2568,12.5938,16.663
ID794_9_R10.0_W0.1167_Ang0,ID794_9_R10.0_W0.1167.csv,0,6.5734,42.0513,13.94,17.823,6.5529,42.8677,13.7609,18.4384
ID794_9_R10.0_W0.1167_Ang20,ID794_9_R10.0_W0.1167.csv,20,6.3544,46.4486,13.51,15.875,6.4388,46.0541,13.2665,16.7752
ID794_9_R10.0_W0.1167_Ang40,ID794_9_R10.0_W0.1167.csv,40,6.3384,48.9678,12.88,16.771,6.4349,47.0797,12.9934,16.3946
ID794_9_R10.0_W0.1167_Ang60,ID794_9_R10.0_W0.1167.csv,60,6.2799,53.9562,11.9,16.06,6.1797,51.4368,12.8951,14.6716
ID794_9_R10.0_W0.1167_Ang80,ID794_9_R10.0_W0.1167.csv,80,6.2093,57.2475,11.48,17.094,6.1416,53.5508,12.5403,14.5777
ID795_9_R10.0_W0.1433_Ang0,ID795_9_R10.0_W0.1433.csv,0,6.5593,40.4995,14.54,21.298,6.6188,40.3276,14.3376,21.8358
ID795_9_R10.0_W0.1433_Ang20,ID795_9_R10.0_W0.1433.csv,20,6.4523,45.3935,13.4,13.82,6.4359,45.6367,13.4001,13.581
ID795_9_R10.0_W0.1433_Ang40,ID795_9_R10.0_W0.1433.csv,40,6.436,47.3694,12.91,16.326,6.4637,46.183,13.1281,15.6306
ID795_9_R10.0_W0.1433_Ang60,ID795_9_R10.0_W0.1433.csv,60,6.3912,51.9947,11.93,14.422,6.2976,49.719,12.846,12.9802
ID795_9_R10.0_W0.1433_Ang80,ID795_9_R10.0_W0.1433.csv,80,6.469,53.0344,11.41,16.603,6.3013,49.9271,12.7776,14.4566
ID796_9_R10.0_W0.17_Ang0,ID796_9_R10.0_W0.17.csv,0,6.8309,38.8134,13.99,14.223,6.7979,39.5737,13.8512,13.9363
ID796_9_R10.0_W0.17_Ang20,ID796_9_R10.0_W0.17.csv,20,6.6149,42.8769,13.5,14.867,6.5908,42.6338,13.6777,14.163
ID796_9_R10.0_W0.17_Ang40,ID796_9_R10.0_W0.17.csv,40,6.6443,41.6309,13.78,20.537,6.7178,41.4905,13.5281,18.8442
ID796_9_R10.0_W0.17_Ang60,ID796_9_R10.0_W0.17.csv,60,6.6245,46.6674,12.37,15.363,6.6137,44.0748,13.1389,14.1695
ID796_9_R10.0_W0.17_Ang80,ID796_9_R10.0_W0.17.csv,80,6.6915,50.0526,11.3,17.646,6.5249,46.5448,12.7826,14.4873
ID797_9_R10.0_W0.1967_Ang0,ID797_9_R10.0_W0.1967.csv,0,6.9416,36.7067,14.32,15.739,6.9954,37.0823,13.9589,15.7565
ID797_9_R10.0_W0.1967_Ang20,ID797_9_R10.0_W0.1967.csv,20,6.7804,39.5009,13.95,13.895,6.8883,38.6557,13.8104,15.0345
ID797_9_R10.0_W0.1967_Ang40,ID797_9_R10.0_W0.1967.csv,40,6.7707,41.6691,13.26,16.01,6.7351,41.2436,13.5391,14.7413
ID797_9_R10.0_W0.1967_Ang60,ID797_9_R10.0_W0.1967.csv,60,6.7943,46.1028,11.9,15.036,6.6365,43.7189,13.155,12.9969
ID797_9_R10.0_W0.1967_Ang80,ID797_9_R10.0_W0.1967.csv,80,6.7636,48.139,11.5,14.289,6.5814,45.1448,12.9537,12.4834
ID798_9_R10.0_W0.2233_Ang0,ID798_9_R10.0_W0.2233.csv,0,7.0854,35.7319,14.12,13.56,7.0476,36.9629,13.7974,13.2519
ID798_9_R10.0_W0.2233_Ang20,ID798_9_R10.0_W0.2233.csv,20,6.9381,37.7736,13.93,12.704,6.9864,37.5936,13.8044,12.7465
ID798_9_R10.0_W0.2233_Ang40,ID798_9_R10.0_W0.2233.csv,40,6.9102,40.6663,13.04,13.399,6.8835,39.6189,13.4935,12.6462
ID798_9_R10.0_W0.2233_Ang60,ID798_9_R10.0_W0.2233.csv,60,6.8881,43.1979,12.36,13.963,6.8347,41.2017,13.1608,12.915
ID798_9_R10.0_W0.2233_Ang80,ID798_9_R10.0_W0.2233.csv,80,6.9046,45.7186,11.62,14.718,6.8347,42.3435,12.8059,12.9825
ID799_9_R10.0_W0.25_Ang0,ID799_9_R10.0_W0.25.csv,0,7.3442,32.6975,14.36,16.693,7.4434,31.8559,14.3519,16.34
ID799_9_R10.0_W0.25_Ang20,ID799_9_R10.0_W0.25.csv,20,7.2411,35.4287,13.64,14.354,7.2387,34.3156,14.0874,13.543
ID799_9_R10.0_W0.25_Ang40,ID799_9_R10.0_W0.25.csv,40,7.0998,38.2555,13.14,13.574,7.1315,36.6357,13.5948,13.5163
ID799_9_R10.0_W0.25_Ang60,ID799_9_R10.0_W0.25.csv,60,7.2651,40.0695,11.98,16.146,7.1057,37.4281,13.4039,14.2838
ID799_9_R10.0_W0.25_Ang80,ID799_9_R10.0_W0.25.csv,80,7.1665,43.7687,11.27,15.882,7.0128,39.8863,12.9133,13.1349
ID80_1_R9_W0.01_Ang0,ID80_1_R9_W0.01.csv,0,6.2518,6.449,100.5,2.696,6.2037,6.4802,101.5654,2.6696
ID80_1_R9_W0.01_Ang20,ID80_1_R9_W0.01.csv,20,6.2332,6.6955,97.37,2.935,6.3679,6.3442,98.4618,2.7096
ID80_1_R9_W0.01_Ang40,ID80_1_R9_W0.01.csv,40,6.3232,7.2901,86.9,3.563,6.5984,6.0617,95.9766,2.7822
ID80_1_R9_W0.01_Ang60,ID80_1_R9_W0.01.csv,60,6.6533,8.8082,64.96,4.489,6.8672,6.2247,86.2905,2.8696
ID80_1_R9_W0.01_Ang80,ID80_1_R9_W0.01.csv,80,6.7454,9.6551,57.66,5.244,7.043,6.1022,83.6839,2.9502
ID830_10_R4.0_W0.01_Ang0,ID830_10_R4.0_W0.01.csv,0,16.8736,18.5373,4.8,25.617,16.8359,18.5378,4.8207,25.2792
ID830_10_R4.0_W0.01_Ang20,ID830_10_R4.0_W0.01.csv,20,16.839,19.0511,4.69,26.186,16.8363,18.7417,4.768,25.532
ID830_10_R4.0_W0.01_Ang40,ID830_10_R4.0_W0.01.csv,40,16.8884,20.0448,4.43,27.371,16.7115,19.3798,4.6802,25.5283
ID830_10_R4.0_W0.01_Ang60,ID830_10_R4.0_W0.01.csv,60,16.8283,21.4191,4.18,29.069,16.6821,20.0416,4.5416,26.307
ID830_10_R4.0_W0.01_Ang80,ID830_10_R4.0_W0.01.csv,80,16.7678,22.537,4.0,30.28,16.558,20.733,4.4562,26.5296
ID831_10_R4.0_W0.02_Ang0,ID831_10_R4.0_W0.02.csv,0,18.3498,14.6606,5.13,21.782,18.5443,14.1879,5.1916,22.036
ID831_10_R4.0_W0.02_Ang20,ID831_10_R4.0_W0.02.csv,20,18.3024,15.3016,4.94,22.462,18.4907,14.5472,5.0928,22.3021
ID831_10_R4.0_W0.02_Ang40,ID831_10_R4.0_W0.02.csv,40,18.4486,15.8541,4.69,24.494,18.3121,15.0092,5.0328,21.7229
ID831_10_R4.0_W0.02_Ang60,ID831_10_R4.0_W0.02.csv,60,17.5475,19.455,4.23,22.384,17.3267,18.2872,4.6138,20.1665
